# ----------------------------------------
# Alle websitegegevens
# User Explorer
# 20210201-20210228
# ----------------------------------------

Client ID,Sessions,Avg. Session Duration,Bounce Rate,Revenue,Transactions,Goal Conversion Rate
130119336.1612365166,1,00:00:00,100.00%,US$0.00,0,0.00%
1303231683.1603793108,1,00:17:14,0.00%,US$0.00,0,0.00%
1304569846.1556972589,1,00:00:01,0.00%,US$0.00,0,0.00%
1305792501.1614168533,1,00:02:00,0.00%,US$0.00,0,0.00%
1310299623.1613487552,1,00:00:00,100.00%,US$0.00,0,0.00%
1312327379.1612187838,1,00:02:52,0.00%,US$0.00,0,0.00%
1312453505.1556971740,1,00:00:09,0.00%,US$0.00,0,0.00%
1314660939.1613506625,1,00:00:00,100.00%,US$0.00,0,0.00%
1315274699.1556971998,1,00:00:10,0.00%,US$0.00,0,0.00%
1315775163.1610016065,1,00:01:04,0.00%,US$0.00,0,0.00%
1316433768.1556972519,1,00:00:10,0.00%,US$0.00,0,0.00%
1317689877.1556972182,1,00:00:10,0.00%,US$0.00,0,0.00%
1318846635.1614356168,1,00:00:00,100.00%,US$0.00,0,0.00%
1319260096.1610192395,1,00:00:36,0.00%,US$0.00,0,0.00%
1327374572.1612349799,1,00:05:50,0.00%,US$0.00,0,0.00%
1328576697.1613726052,1,00:00:00,100.00%,US$0.00,0,0.00%
1330023211.1614259891,1,00:00:00,100.00%,US$0.00,0,0.00%
1331133460.1612861721,1,00:00:00,100.00%,US$0.00,0,0.00%
1332356660.1612358977,1,00:07:44,0.00%,US$0.00,0,0.00%
1332468636.1612539471,1,00:00:00,100.00%,US$0.00,0,0.00%
1334194796.1613115775,1,00:00:00,100.00%,US$0.00,0,0.00%
1335939532.1612175230,1,00:00:00,100.00%,US$0.00,0,0.00%
133661491.1614020978,1,00:01:18,0.00%,US$0.00,0,0.00%
134023303.1613762369,1,00:00:34,0.00%,US$0.00,0,0.00%
1340699376.1613584822,1,00:07:33,0.00%,US$0.00,0,0.00%
134589194.1614156224,1,00:00:23,0.00%,US$0.00,0,0.00%
1347928441.1613619404,1,00:00:00,100.00%,US$0.00,0,0.00%
1349721709.1611680358,1,00:00:45,0.00%,US$0.00,0,0.00%
1350045382.1614261144,1,00:02:52,0.00%,US$0.00,0,0.00%
1350739365.1556971515,1,00:00:10,0.00%,US$0.00,0,0.00%
1351234345.1614203110,1,00:00:00,100.00%,US$0.00,0,0.00%
1351392972.1614356504,1,00:00:50,0.00%,US$0.00,0,0.00%
1353148395.1612354390,1,00:01:49,0.00%,US$0.00,0,0.00%
1353351453.1556971895,1,00:00:10,0.00%,US$0.00,0,0.00%
135733366.1613487994,1,00:00:00,100.00%,US$0.00,0,0.00%
1360277248.1614343200,1,00:00:02,0.00%,US$0.00,0,0.00%
1360649401.1614154850,1,00:00:30,0.00%,US$0.00,0,0.00%
1360761006.1556971606,1,00:00:10,0.00%,US$0.00,0,0.00%
1362023625.1613515316,1,00:00:56,0.00%,US$0.00,0,0.00%
1363434068.1556972322,1,00:00:10,0.00%,US$0.00,0,0.00%
1365022908.1612172566,1,00:00:17,0.00%,US$0.00,0,0.00%
1366195719.1612877265,1,00:00:02,0.00%,US$0.00,0,0.00%
1366682151.1613165332,1,00:00:37,0.00%,US$0.00,0,0.00%
1370506070.1611796708,1,00:02:10,0.00%,US$0.00,0,0.00%
1370510302.1556972430,1,00:00:10,0.00%,US$0.00,0,0.00%
1375853364.1613607772,1,00:00:04,0.00%,US$0.00,0,0.00%
1381668810.1614164323,1,00:00:00,100.00%,US$0.00,0,0.00%
1381733635.1613493038,1,00:00:01,0.00%,US$0.00,0,0.00%
1382115996.1613003588,1,00:00:00,100.00%,US$0.00,0,0.00%
138362218.1613487050,1,00:03:02,0.00%,US$0.00,0,0.00%
1384446918.1556971795,1,00:00:10,0.00%,US$0.00,0,0.00%
1384774609.1556972568,1,00:00:10,0.00%,US$0.00,0,0.00%
1386673501.1556971826,1,00:00:01,0.00%,US$0.00,0,0.00%
138716121.1610281292,1,00:00:53,0.00%,US$0.00,0,0.00%
1388376850.1614503358,1,00:00:00,100.00%,US$0.00,0,0.00%
1389776701.1613650712,1,00:00:00,100.00%,US$0.00,0,0.00%
1392443419.1614001571,1,00:00:00,100.00%,US$0.00,0,0.00%
1392671142.1613074494,1,00:00:00,100.00%,US$0.00,0,0.00%
1398023829.1614363593,1,00:02:59,0.00%,US$0.00,0,0.00%
1399905462.1612158559,1,00:01:49,0.00%,US$0.00,0,0.00%
14012977.1613499051,1,00:01:51,0.00%,US$0.00,0,0.00%
1404716019.1612796410,1,00:00:00,100.00%,US$0.00,0,0.00%
1405517120.1556971677,1,00:00:10,0.00%,US$0.00,0,0.00%
1406205644.1556971711,1,00:00:10,0.00%,US$0.00,0,0.00%
1407094811.1613485218,1,00:17:48,0.00%,US$0.00,0,0.00%
1408761651.1612522484,1,00:00:16,0.00%,US$0.00,0,0.00%
1410284041.1612253379,1,00:00:00,100.00%,US$0.00,0,0.00%
141675713.1556971967,1,00:00:01,0.00%,US$0.00,0,0.00%
1418847173.1612857519,1,00:00:00,100.00%,US$0.00,0,0.00%
1418951322.1613397440,1,00:00:00,100.00%,US$0.00,0,0.00%
1420202087.1612861136,1,00:00:18,0.00%,US$0.00,0,0.00%
1421309570.1613476686,1,00:02:56,0.00%,US$0.00,0,0.00%
1422411639.1613677098,1,00:00:03,0.00%,US$0.00,0,0.00%
1425445769.1613388725,1,00:00:34,0.00%,US$0.00,0,0.00%
1425908568.1556972034,1,00:00:10,0.00%,US$0.00,0,0.00%
1427448992.1612818022,1,00:00:49,0.00%,US$0.00,0,0.00%
1437718826.1613661634,1,00:00:00,100.00%,US$0.00,0,0.00%
1440806825.1613042440,1,00:00:00,100.00%,US$0.00,0,0.00%
1441587919.1612316348,1,00:00:00,100.00%,US$0.00,0,0.00%
1445337003.1612186921,1,00:04:24,0.00%,US$0.00,0,0.00%
1445343658.1614514309,1,00:00:05,0.00%,US$0.00,0,0.00%
1448133225.1613218859,1,00:00:10,0.00%,US$0.00,0,0.00%
1448332751.1612547041,1,00:00:03,0.00%,US$0.00,0,0.00%
1449645482.1613510894,1,00:00:17,0.00%,US$0.00,0,0.00%
1454266046.1612284519,1,00:00:00,100.00%,US$0.00,0,0.00%
1454559041.1613553496,1,00:00:00,100.00%,US$0.00,0,0.00%
1456611945.1556972026,1,00:00:10,0.00%,US$0.00,0,0.00%
1460826274.1612991761,1,00:00:18,0.00%,US$0.00,0,0.00%
1463129930.1613163254,1,00:00:00,100.00%,US$0.00,0,0.00%
1463794836.1613318807,1,00:00:00,100.00%,US$0.00,0,0.00%
1463847603.1613497296,1,00:01:53,0.00%,US$0.00,0,0.00%
1465065236.1556972051,1,00:00:09,0.00%,US$0.00,0,0.00%
1467871909.1613158568,1,00:00:00,100.00%,US$0.00,0,0.00%
1473724516.1595351671,1,00:14:13,0.00%,US$0.00,0,0.00%
1474726478.1613510960,1,00:00:03,0.00%,US$0.00,0,0.00%
1479963328.1613545919,1,00:00:00,100.00%,US$0.00,0,0.00%
1480105812.1556971843,1,00:00:10,0.00%,US$0.00,0,0.00%
1481653396.1614167190,1,00:00:31,0.00%,US$0.00,0,0.00%
1484923523.1612532781,1,00:04:07,0.00%,US$0.00,0,0.00%
1488053848.1613722435,1,00:00:00,100.00%,US$0.00,0,0.00%
1492821641.1613576155,1,00:00:00,100.00%,US$0.00,0,0.00%
1496579236.1612215226,1,00:00:00,100.00%,US$0.00,0,0.00%
1498383956.1614253495,1,00:01:07,0.00%,US$0.00,0,0.00%
1498749779.1613381043,1,00:00:00,100.00%,US$0.00,0,0.00%
1500578861.1611319984,1,00:00:00,100.00%,US$0.00,0,0.00%
1501293885.1614177435,1,00:00:00,100.00%,US$0.00,0,0.00%
1501633803.1556971566,1,00:00:10,0.00%,US$0.00,0,0.00%
1504919398.1613210379,1,00:00:06,0.00%,US$0.00,0,0.00%
1506528667.1613498115,1,00:00:00,100.00%,US$0.00,0,0.00%
1508739332.1613503220,1,00:00:19,0.00%,US$0.00,0,0.00%
1511345479.1614087856,1,00:00:02,0.00%,US$0.00,0,0.00%
1513491393.1607355693,1,00:00:08,0.00%,US$0.00,0,0.00%
1517111476.1613135003,1,00:05:23,0.00%,US$0.00,0,0.00%
1518705126.1556971293,1,00:00:10,0.00%,US$0.00,0,0.00%
1519500141.1612750379,1,00:00:00,100.00%,US$0.00,0,0.00%
1519546823.1612871343,1,00:00:00,100.00%,US$0.00,0,0.00%
1521688557.1603963632,1,00:00:27,0.00%,US$0.00,0,0.00%
152337514.1556971401,1,00:00:10,0.00%,US$0.00,0,0.00%
1525929025.1556971717,1,00:00:09,0.00%,US$0.00,0,0.00%
152780838.1556972449,1,00:00:10,0.00%,US$0.00,0,0.00%
1528457957.1612356637,1,00:01:06,0.00%,US$0.00,0,0.00%
1535003294.1613378698,1,00:00:00,100.00%,US$0.00,0,0.00%
1535448021.1556972097,1,00:00:10,0.00%,US$0.00,0,0.00%
1535674219.1613491861,1,00:00:00,100.00%,US$0.00,0,0.00%
1535690606.1602747731,1,00:00:10,0.00%,US$0.00,0,0.00%
1542776826.1612945474,1,00:01:01,0.00%,US$0.00,0,0.00%
1543820531.1613180439,1,00:00:07,0.00%,US$0.00,0,0.00%
1550620979.1549984644,1,00:02:29,0.00%,US$0.00,0,0.00%
1557332158.1556972471,1,00:00:09,0.00%,US$0.00,0,0.00%
1559040126.1556972302,1,00:00:09,0.00%,US$0.00,0,0.00%
1559628021.1613588567,1,00:00:00,100.00%,US$0.00,0,0.00%
1559639219.1612901659,1,00:00:38,0.00%,US$0.00,0,0.00%
155992230.1610986002,1,00:02:07,0.00%,US$0.00,0,0.00%
1560133319.1612563599,1,00:00:00,100.00%,US$0.00,0,0.00%
1560216837.1613135006,1,00:10:40,0.00%,US$0.00,0,0.00%
1560289284.1556972099,1,00:00:10,0.00%,US$0.00,0,0.00%
1562201871.1614256980,1,00:00:00,100.00%,US$0.00,0,0.00%
1563363815.1556972099,1,00:00:10,0.00%,US$0.00,0,0.00%
1564565372.1556971963,1,00:00:09,0.00%,US$0.00,0,0.00%
1565292783.1611914619,1,00:01:00,0.00%,US$0.00,0,0.00%
1566959439.1556971552,1,00:00:09,0.00%,US$0.00,0,0.00%
1567143165.1612280755,1,00:00:00,100.00%,US$0.00,0,0.00%
1567460145.1556971992,1,00:00:10,0.00%,US$0.00,0,0.00%
1568721570.1614442038,1,00:00:00,100.00%,US$0.00,0,0.00%
1576391800.1614268162,1,00:01:45,0.00%,US$0.00,0,0.00%
1578184571.1556972541,1,00:00:10,0.00%,US$0.00,0,0.00%
1578288571.1613507206,1,00:00:00,100.00%,US$0.00,0,0.00%
1579218714.1614379455,1,00:00:54,0.00%,US$0.00,0,0.00%
1579523674.1612713922,1,00:00:09,0.00%,US$0.00,0,0.00%
1582412431.1613542386,1,00:01:34,0.00%,US$0.00,0,0.00%
1584510251.1556971658,1,00:00:10,0.00%,US$0.00,0,0.00%
1586215341.1556972489,1,00:00:10,0.00%,US$0.00,0,0.00%
1586276727.1556972156,1,00:00:10,0.00%,US$0.00,0,0.00%
1589855966.1556972305,1,00:00:11,0.00%,US$0.00,0,0.00%
1591758574.1613892935,1,00:00:00,100.00%,US$0.00,0,0.00%
1593589196.1556971339,1,00:00:01,0.00%,US$0.00,0,0.00%
1593617998.1612982941,1,00:00:00,100.00%,US$0.00,0,0.00%
1593701117.1612454779,1,00:00:24,0.00%,US$0.00,0,0.00%
1594125856.1612949437,1,00:00:00,100.00%,US$0.00,0,0.00%
1597562918.1556971944,1,00:00:10,0.00%,US$0.00,0,0.00%
1601383038.1556971453,1,00:00:10,0.00%,US$0.00,0,0.00%
1601600804.1556971405,1,00:00:10,0.00%,US$0.00,0,0.00%
1602730095.1613505549,1,00:00:00,100.00%,US$0.00,0,0.00%
1607312756.1613580060,1,00:00:00,100.00%,US$0.00,0,0.00%
1607581327.1599200200,1,00:03:35,0.00%,US$0.00,0,0.00%
160802462.1556972360,1,00:00:09,0.00%,US$0.00,0,0.00%
1611019198.1612369774,1,00:00:00,100.00%,US$0.00,0,0.00%
1611542727.1614351050,1,00:00:00,100.00%,US$0.00,0,0.00%
1613154773.1612651064,1,00:00:00,100.00%,US$0.00,0,0.00%
1615687703.1556972424,1,00:00:07,0.00%,US$0.00,0,0.00%
161968008.1612880666,1,00:00:00,100.00%,US$0.00,0,0.00%
1620518475.1614156087,1,00:00:16,0.00%,US$0.00,0,0.00%
1621483972.1613484049,1,00:01:01,0.00%,US$0.00,0,0.00%
1622229572.1556971422,1,00:00:10,0.00%,US$0.00,0,0.00%
1623559102.1613057940,1,00:00:00,100.00%,US$0.00,0,0.00%
1624923697.1613061985,1,00:00:00,100.00%,US$0.00,0,0.00%
1625276608.1556971939,1,00:00:10,0.00%,US$0.00,0,0.00%
1626779245.1556972454,1,00:00:10,0.00%,US$0.00,0,0.00%
1627296563.1612371024,1,00:00:00,100.00%,US$0.00,0,0.00%
1629667724.1614524163,1,00:00:00,100.00%,US$0.00,0,0.00%
1630237410.1613553225,1,00:00:00,100.00%,US$0.00,0,0.00%
1633175326.1556972195,1,00:00:01,0.00%,US$0.00,0,0.00%
1637452897.1612957783,1,00:00:00,100.00%,US$0.00,0,0.00%
1639461601.1556971543,1,00:00:01,0.00%,US$0.00,0,0.00%
163950550.1613582578,1,00:00:00,100.00%,US$0.00,0,0.00%
1639919735.1556971946,1,00:00:10,0.00%,US$0.00,0,0.00%
1640703267.1613394695,1,00:00:00,100.00%,US$0.00,0,0.00%
1641171940.1613501980,1,00:00:00,100.00%,US$0.00,0,0.00%
1641545983.1613640057,1,00:00:46,0.00%,US$0.00,0,0.00%
1641657324.1612839852,1,00:00:00,100.00%,US$0.00,0,0.00%
1643097573.1612533365,1,00:00:56,0.00%,US$0.00,0,0.00%
1643550769.1613651025,1,00:00:00,100.00%,US$0.00,0,0.00%
1644209387.1614099010,1,00:01:40,0.00%,US$0.00,0,0.00%
1644332419.1613210372,1,00:00:08,0.00%,US$0.00,0,0.00%
1648687817.1612576309,1,00:00:00,100.00%,US$0.00,0,0.00%
1649119936.1613546315,1,00:00:00,100.00%,US$0.00,0,0.00%
1649987288.1556971905,1,00:00:10,0.00%,US$0.00,0,0.00%
1650921187.1613432078,1,00:00:00,100.00%,US$0.00,0,0.00%
1656264575.1613509030,1,00:00:00,100.00%,US$0.00,0,0.00%
1656999559.1613559261,1,00:00:00,100.00%,US$0.00,0,0.00%
1660539230.1612452591,1,00:00:00,100.00%,US$0.00,0,0.00%
1662128152.1613065572,1,00:00:00,100.00%,US$0.00,0,0.00%
1662272135.1556972141,1,00:00:10,0.00%,US$0.00,0,0.00%
1662961206.1613217722,1,00:00:00,100.00%,US$0.00,0,0.00%
166324542.1614284104,1,00:00:00,100.00%,US$0.00,0,0.00%
166497560.1612880111,1,00:00:00,100.00%,US$0.00,0,0.00%
1665703982.1556971281,1,00:00:09,0.00%,US$0.00,0,0.00%
1666765988.1612867010,1,00:00:00,100.00%,US$0.00,0,0.00%
1667126194.1556971718,1,00:00:01,0.00%,US$0.00,0,0.00%
1670679216.1613988871,1,00:00:17,0.00%,US$0.00,0,0.00%
1671073340.1556972278,1,00:00:10,0.00%,US$0.00,0,0.00%
1671440888.1613484661,1,00:00:16,0.00%,US$0.00,0,0.00%
1672687701.1613821351,1,00:00:09,0.00%,US$0.00,0,0.00%
167339740.1612169587,1,00:00:00,100.00%,US$0.00,0,0.00%
1677612540.1614080371,1,00:00:00,100.00%,US$0.00,0,0.00%
1678958351.1614003231,1,00:00:00,100.00%,US$0.00,0,0.00%
1681573301.1614243163,1,00:00:00,100.00%,US$0.00,0,0.00%
1682941267.1597648845,1,00:00:45,0.00%,US$0.00,0,0.00%
1683978122.1556971928,1,00:00:10,0.00%,US$0.00,0,0.00%
1684171804.1556971944,1,00:00:10,0.00%,US$0.00,0,0.00%
1684231530.1612485378,1,00:00:00,100.00%,US$0.00,0,0.00%
1689310491.1556972201,1,00:00:10,0.00%,US$0.00,0,0.00%
1690906217.1612521523,1,00:00:00,100.00%,US$0.00,0,0.00%
1697318492.1612984302,1,00:27:49,0.00%,US$0.00,0,0.00%
1699688483.1613303211,1,00:00:46,0.00%,US$0.00,0,0.00%
1700936551.1614027161,1,00:00:00,100.00%,US$0.00,0,0.00%
170353976.1614205685,1,00:00:32,0.00%,US$0.00,0,0.00%
1704450169.1613493128,1,00:00:00,100.00%,US$0.00,0,0.00%
1705314540.1613210372,1,00:00:06,0.00%,US$0.00,0,0.00%
1709579270.1613042640,1,00:01:51,0.00%,US$0.00,0,0.00%
1710862838.1556971997,1,00:00:10,0.00%,US$0.00,0,0.00%
1714191002.1556971271,1,00:00:10,0.00%,US$0.00,0,0.00%
1714930992.1556972663,1,00:00:10,0.00%,US$0.00,0,0.00%
171502827.1613504280,1,00:00:00,100.00%,US$0.00,0,0.00%
1715800156.1611735554,1,00:00:00,100.00%,US$0.00,0,0.00%
1717004360.1613384069,1,00:01:25,0.00%,US$0.00,0,0.00%
171759845.1556971300,1,00:00:10,0.00%,US$0.00,0,0.00%
1723655995.1556972250,1,00:00:10,0.00%,US$0.00,0,0.00%
1724109993.1556972062,1,00:00:10,0.00%,US$0.00,0,0.00%
1727554743.1556972510,1,00:00:10,0.00%,US$0.00,0,0.00%
172776214.1556971942,1,00:00:10,0.00%,US$0.00,0,0.00%
1728372182.1613661888,1,00:00:00,100.00%,US$0.00,0,0.00%
1733791915.1612731677,1,00:00:04,0.00%,US$0.00,0,0.00%
1736125612.1613548745,1,00:00:00,100.00%,US$0.00,0,0.00%
1736564785.1613497960,1,00:00:00,100.00%,US$0.00,0,0.00%
1738323611.1613300241,1,00:00:00,100.00%,US$0.00,0,0.00%
1738443655.1613589917,1,00:01:09,0.00%,US$0.00,0,0.00%
175180613.1612365362,1,00:00:00,100.00%,US$0.00,0,0.00%
1752566199.1614021488,1,00:00:00,100.00%,US$0.00,0,0.00%
1752950978.1612252213,1,00:00:00,100.00%,US$0.00,0,0.00%
1755195310.1598368766,1,00:00:00,100.00%,US$0.00,0,0.00%
1756434344.1613553481,1,00:12:44,0.00%,US$0.00,0,0.00%
1756491865.1556972346,1,00:00:10,0.00%,US$0.00,0,0.00%
1757190712.1613486976,1,00:04:12,0.00%,US$0.00,0,0.00%
1757696325.1556971513,1,00:00:09,0.00%,US$0.00,0,0.00%
1758272499.1601303125,1,00:00:07,0.00%,US$0.00,0,0.00%
1760599569.1613073631,1,00:00:00,100.00%,US$0.00,0,0.00%
1761899876.1556972181,1,00:00:10,0.00%,US$0.00,0,0.00%
176263048.1612547105,1,00:00:00,100.00%,US$0.00,0,0.00%
1764065987.1613624878,1,00:00:00,100.00%,US$0.00,0,0.00%
1765894591.1612392369,1,00:00:26,0.00%,US$0.00,0,0.00%
1768313481.1556971524,1,00:00:10,0.00%,US$0.00,0,0.00%
1769288802.1556971791,1,00:00:01,0.00%,US$0.00,0,0.00%
1770755642.1556972553,1,00:00:10,0.00%,US$0.00,0,0.00%
1770809292.1556971547,1,00:00:10,0.00%,US$0.00,0,0.00%
1771119322.1613135374,1,00:00:00,100.00%,US$0.00,0,0.00%
1771122165.1612535754,1,00:00:00,100.00%,US$0.00,0,0.00%
1774521066.1612357498,1,00:00:00,100.00%,US$0.00,0,0.00%
1775022241.1556971651,1,00:00:10,0.00%,US$0.00,0,0.00%
1775429932.1556972355,1,00:00:10,0.00%,US$0.00,0,0.00%
1776748646.1613413387,1,00:00:00,100.00%,US$0.00,0,0.00%
1783245371.1612186553,1,00:00:00,100.00%,US$0.00,0,0.00%
1785469130.1614156173,1,00:00:03,0.00%,US$0.00,0,0.00%
1786236658.1613740726,1,00:00:18,0.00%,US$0.00,0,0.00%
1788179482.1556972271,1,00:00:10,0.00%,US$0.00,0,0.00%
1788566209.1556971742,1,00:00:10,0.00%,US$0.00,0,0.00%
1790275648.1612666021,1,00:03:06,0.00%,US$0.00,0,0.00%
1790575223.1613066794,1,00:00:00,100.00%,US$0.00,0,0.00%
1790892781.1613571266,1,00:00:00,100.00%,US$0.00,0,0.00%
1791290441.1556972300,1,00:00:10,0.00%,US$0.00,0,0.00%
1792097777.1614010612,1,00:00:00,100.00%,US$0.00,0,0.00%
1792983313.1556971583,1,00:00:10,0.00%,US$0.00,0,0.00%
1793545970.1556972469,1,00:00:09,0.00%,US$0.00,0,0.00%
1795481119.1613547235,1,00:00:42,0.00%,US$0.00,0,0.00%
1795609678.1601983788,1,00:00:00,100.00%,US$0.00,0,0.00%
1796737672.1613728987,1,00:00:00,100.00%,US$0.00,0,0.00%
1797690445.1613726468,1,00:00:00,100.00%,US$0.00,0,0.00%
179864786.1613640613,1,00:00:00,100.00%,US$0.00,0,0.00%
1804293778.1556972117,1,00:00:10,0.00%,US$0.00,0,0.00%
1806536708.1556972463,1,00:00:10,0.00%,US$0.00,0,0.00%
1806710197.1556972582,1,00:00:10,0.00%,US$0.00,0,0.00%
1809843565.1614524012,1,00:00:02,0.00%,US$0.00,0,0.00%
1810052535.1612881954,1,00:00:16,0.00%,US$0.00,0,0.00%
1810627563.1613638903,1,00:05:19,0.00%,US$0.00,0,0.00%
1811170465.1613374225,1,00:00:05,0.00%,US$0.00,0,0.00%
1813741997.1556971366,1,00:00:10,0.00%,US$0.00,0,0.00%
1813776572.1613486138,1,00:00:00,100.00%,US$0.00,0,0.00%
1817645337.1613491287,1,00:00:11,0.00%,US$0.00,0,0.00%
181883772.1556971324,1,00:00:10,0.00%,US$0.00,0,0.00%
1820701328.1613508564,1,00:00:28,0.00%,US$0.00,0,0.00%
1821035550.1613658158,1,00:08:13,0.00%,US$0.00,0,0.00%
1821423513.1613495444,1,00:00:25,0.00%,US$0.00,0,0.00%
1821953405.1614169634,1,00:00:00,100.00%,US$0.00,0,0.00%
1824125685.1612990466,1,00:00:00,100.00%,US$0.00,0,0.00%
1825175123.1613961236,1,00:00:47,0.00%,US$0.00,0,0.00%
1825532583.1614182019,1,00:00:19,0.00%,US$0.00,0,0.00%
1827597558.1612445658,1,00:01:19,0.00%,US$0.00,0,0.00%
1829125460.1613484574,1,00:00:11,0.00%,US$0.00,0,0.00%
1829397217.1614409998,1,00:00:00,100.00%,US$0.00,0,0.00%
183173738.1612801159,1,00:00:00,100.00%,US$0.00,0,0.00%
18326111.1612346845,1,00:00:19,0.00%,US$0.00,0,0.00%
1832740101.1612975271,1,00:00:32,0.00%,US$0.00,0,0.00%
1833593694.1613501302,1,00:00:08,0.00%,US$0.00,0,0.00%
1835918697.1612866927,1,00:00:00,100.00%,US$0.00,0,0.00%
1838949100.1556971297,1,00:00:10,0.00%,US$0.00,0,0.00%
1839800528.1556971666,1,00:00:10,0.00%,US$0.00,0,0.00%
1839990835.1612381098,1,00:00:00,100.00%,US$0.00,0,0.00%
1842496130.1612358950,1,00:22:06,0.00%,US$0.00,0,0.00%
1842887193.1556971725,1,00:00:10,0.00%,US$0.00,0,0.00%
1842955449.1556972009,1,00:00:01,0.00%,US$0.00,0,0.00%
1843010336.1613042439,1,00:00:00,100.00%,US$0.00,0,0.00%
1846408185.1609931067,1,00:01:23,0.00%,US$0.00,0,0.00%
1850372598.1613491149,1,00:00:38,0.00%,US$0.00,0,0.00%
1851088404.1613491481,1,00:16:08,0.00%,US$0.00,0,0.00%
1851337894.1556972055,1,00:00:10,0.00%,US$0.00,0,0.00%
1852163371.1614068755,1,00:00:00,100.00%,US$0.00,0,0.00%
1854237844.1612343269,1,00:08:49,0.00%,US$0.00,0,0.00%
1854642463.1613395998,1,00:00:31,0.00%,US$0.00,0,0.00%
1854940137.1612771756,1,00:00:00,100.00%,US$0.00,0,0.00%
1857579566.1612276193,1,00:05:59,0.00%,US$0.00,0,0.00%
1863531730.1556971299,1,00:00:09,0.00%,US$0.00,0,0.00%
1868741826.1614243190,1,00:00:00,100.00%,US$0.00,0,0.00%
1871273018.1614251643,1,00:00:07,0.00%,US$0.00,0,0.00%
1871997873.1612783150,1,00:00:00,100.00%,US$0.00,0,0.00%
1872438634.1556971366,1,00:00:01,0.00%,US$0.00,0,0.00%
1873861896.1556972614,1,00:00:10,0.00%,US$0.00,0,0.00%
1873981894.1556971574,1,00:00:10,0.00%,US$0.00,0,0.00%
1875671862.1556971395,1,00:00:10,0.00%,US$0.00,0,0.00%
1880231657.1613311746,1,00:00:00,100.00%,US$0.00,0,0.00%
1880751553.1556972081,1,00:00:10,0.00%,US$0.00,0,0.00%
1881214526.1612445041,1,00:00:10,0.00%,US$0.00,0,0.00%
1882590209.1612521854,1,00:00:48,0.00%,US$0.00,0,0.00%
1887048660.1613578356,1,00:00:00,100.00%,US$0.00,0,0.00%
1887312928.1612203721,1,00:00:27,0.00%,US$0.00,0,0.00%
1888125357.1556972445,1,00:00:10,0.00%,US$0.00,0,0.00%
1889311529.1556971868,1,00:00:10,0.00%,US$0.00,0,0.00%
188940641.1612736736,1,00:00:00,100.00%,US$0.00,0,0.00%
1890698248.1556971623,1,00:00:10,0.00%,US$0.00,0,0.00%
1891288453.1613719474,1,00:00:42,0.00%,US$0.00,0,0.00%
1891704080.1613482183,1,00:00:00,100.00%,US$0.00,0,0.00%
1892711892.1613491603,1,00:01:06,0.00%,US$0.00,0,0.00%
189375493.1556971870,1,00:00:10,0.00%,US$0.00,0,0.00%
1894281204.1612213344,1,00:00:00,100.00%,US$0.00,0,0.00%
1895255441.1556971295,1,00:00:10,0.00%,US$0.00,0,0.00%
1901291316.1556971742,1,00:00:10,0.00%,US$0.00,0,0.00%
1901962433.1613504783,1,00:02:44,0.00%,US$0.00,0,0.00%
1904187507.1556971786,1,00:00:10,0.00%,US$0.00,0,0.00%
1905983474.1613853078,1,00:00:00,100.00%,US$0.00,0,0.00%
1907234517.1614043924,1,00:02:00,0.00%,US$0.00,0,0.00%
1908075846.1612625442,1,00:01:43,0.00%,US$0.00,0,0.00%
1908624850.1613774610,1,00:02:24,0.00%,US$0.00,0,0.00%
190864085.1556972130,1,00:00:10,0.00%,US$0.00,0,0.00%
1910622667.1612172722,1,00:00:00,100.00%,US$0.00,0,0.00%
1910941688.1612195786,1,00:00:00,100.00%,US$0.00,0,0.00%
1919893772.1614345193,1,00:20:42,0.00%,US$0.00,0,0.00%
1920313609.1612724608,1,00:00:00,100.00%,US$0.00,0,0.00%
1920321649.1613985779,1,00:00:00,100.00%,US$0.00,0,0.00%
1922722536.1612546369,1,00:00:00,100.00%,US$0.00,0,0.00%
1928082366.1612776108,1,00:00:47,0.00%,US$0.00,0,0.00%
1933618297.1612861740,1,00:00:13,0.00%,US$0.00,0,0.00%
1937827533.1613542248,1,00:00:00,100.00%,US$0.00,0,0.00%
1940028405.1614321904,1,00:00:52,0.00%,US$0.00,0,0.00%
1942492600.1613511149,1,00:00:00,100.00%,US$0.00,0,0.00%
1945271372.1614187598,1,00:00:00,100.00%,US$0.00,0,0.00%
1946695641.1612427193,1,00:00:34,0.00%,US$0.00,0,0.00%
1949600554.1556972335,1,00:00:10,0.00%,US$0.00,0,0.00%
1950716527.1556972477,1,00:00:09,0.00%,US$0.00,0,0.00%
1951557842.1613495533,1,00:01:32,0.00%,US$0.00,0,0.00%
1956847870.1612348909,1,00:00:33,0.00%,US$0.00,0,0.00%
1963638266.1614013923,1,00:00:00,100.00%,US$0.00,0,0.00%
1965700811.1614263521,1,00:00:00,100.00%,US$0.00,0,0.00%
1967049218.1556971782,1,00:00:10,0.00%,US$0.00,0,0.00%
196959792.1613487681,1,00:00:56,0.00%,US$0.00,0,0.00%
197318312.1556972658,1,00:00:08,0.00%,US$0.00,0,0.00%
197392908.1613429665,1,00:00:00,100.00%,US$0.00,0,0.00%
1976870475.1603092552,1,00:18:23,0.00%,US$0.00,0,0.00%
1977929545.1556972520,1,00:00:10,0.00%,US$0.00,0,0.00%
