Key,Prods UPC,Prods Moco,Prods Model Name,Prods Model Code,Prods Model Family,Prods Brand,Prods Category 1,Prods Category 2,Prods Category 3,Prods Business Theme,Prods Business Story,Prods Gender,Prods Shape,Prods Size,Prods Lens Color,Prods Le0s Polarized,Prods Lens Technology,Prods Front Color,Prods Frame Technology,Prods Asian Fit,Prods Customizable,Prods E0gravable,Prods Web Exclusive,Prods Release,Prods Lens Correction Type,Prods Roxable,Prods Collection,Prods Rox,Prods Custom
713132426111,713132426111,0RB8301__019_N8,RB8301,0RB8301,,Ray-Ban,Eyewear,SUN,Lifestyle,Tech,,MALE,Pilot,STD,Silver,1,Gradient,Silver,Carbon Fibre,Global,0,,,201112,,1,,0,0
713132410745,713132410745,0RB3483__001_51,RB3483,0RB3483,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,MALE,Square,STD,Light Brown,0,Gradient,Gold,Metal,Global,0,,,201112,,1,,0,0
713132410752,713132410752,0RB3483__003_32,RB3483,0RB3483,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,MALE,Square,STD,Light Grey,0,Gradient,Silver,Metal,Global,0,,,201112,,0,,0,0
713132410783,713132410783,0RB3483__004_58,RB3483,0RB3483,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,MALE,Square,STD,Green,1,Classic,Gunmetal,Metal,Global,0,,,201112,,1,,0,0
713132436776,713132436776,0RB3025__001_3R,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,S,Blue,1,Legend,Gold,Metal,Global,0,,,201203,,0,,0,0
713132436820,713132436820,0RB3447__001_P1,RB3447 ROUND METAL,0RB3447,ROUND STYLE,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ ROUND FAMILY,UNISEX,Round,STD,Green,1,Legend,Gold,Metal,Global,0,,,201203,,0,,0,0
713132436707,713132436707,0RB2132__875,RB2132 NEW WAYFARER COLOR MIX,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,S,Green,0,Classic,Black,Nylon,Global,1,,,201112,,1,,0,0
713132436714,713132436714,0RB2132__875,RB2132 NEW WAYFARER COLOR MIX,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Green,0,Classic,Black,Nylon,Global,1,,,201112,,1,,0,0
713132438992,713132438992,0RB4175__877,RB4175 CLUBMASTER OVERSIZED,0RB4175,CLUBMASTER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ CLUBMASTER FAMILY,UNISEX,Square,STD,Green,0,Classic,Black,Nylon,Intertiol,0,,,201112,,1,,0,0
713132436721,713132436721,0RB3025__001_P1,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,STD,Green,1,Legend,Gold,Metal,Global,0,,,201203,,0,,0,0
713132439036,713132439036,0RB4175__878_51,RB4175 CLUBMASTER OVERSIZED,0RB4175,CLUBMASTER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ CLUBMASTER FAMILY,UNISEX,Square,STD,Light Brown,0,Gradient,Tortoise,Nylon,Intertiol,0,,,201112,,1,,0,0
713132449325,713132449325,0RB4179__601S9A,RB4179,0RB4179,,Ray-Ban,Eyewear,SUN,Lifestyle,Tech,,MALE,Square,STD,Green,1,Classic,Matte Black,Liteforce,Intertiol,0,,,201203,,0,,0,0
713132449332,713132449332,0RB4179__881_83,RB4179,0RB4179,,Ray-Ban,Eyewear,SUN,Lifestyle,Tech,,MALE,Square,STD,Brown,1,Classic,Brown,Liteforce,Intertiol,0,,,201203,,0,,0,0
713132449226,713132449226,0RB4181__601,RB4181,0RB4181,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,MALE,Square,STD,Green,0,Classic,Black,Nylon,Global,0,,,201203,,1,,0,0
713132449233,713132449233,0RB4181__601_71,RB4181,0RB4181,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,MALE,Square,STD,Grey,0,Gradient,Black,Nylon,Global,0,,,201203,,1,,0,0
713132452639,713132452639,0RB4181__710_83,RB4181,0RB4181,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,STD,Brown,1,Classic,Tortoise,Nylon,Global,0,,,201203,,1,,0,0
713132450345,713132450345,0RB3479__001,RB3479 AVIATOR FOLDING,0RB3479,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,UNISEX,Pilot,STD,Green,0,Classic,Gold,Metal,Global,0,,,201203,,1,,0,0
713132449240,713132449240,0RB4181__710_51,RB4181,0RB4181,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,MALE,Square,STD,Brown,0,Gradient,Tortoise,Nylon,Global,0,,,201203,,1,,0,0
713132452646,713132452646,0RB4181__601_9A,RB4181,0RB4181,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,STD,Green,1,Classic,Black,Nylon,Global,0,,,201203,,1,,0,0
713132450369,713132450369,0RB3479__001_51,RB3479 AVIATOR FOLDING,0RB3479,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,UNISEX,Pilot,STD,Light Brown,0,Gradient,Gold,Metal,Global,0,,,201203,,1,,0,0
713132449288,713132449288,0RB4179__601_71,RB4179,0RB4179,,Ray-Ban,Eyewear,SUN,Lifestyle,Tech,,MALE,Square,STD,Green,0,Classic,Black,Liteforce,Intertiol,0,,,201203,,0,,0,0
713132449387,713132449387,0RB4180__601S71,RB4180 AVIATOR LITEFORCE,0RB4180,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Tech,,UNISEX,Pilot,STD,Green,0,Classic,Black,Liteforce,Intertiol,0,,,201203,,0,,0,0
713132452936,713132452936,0RB3471__001_13,RB3471,0RB3471,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,MALE,Pilot,STD,Brown,0,Gradient,Gold,Metal,Global,0,,,201203,,0,,0,0
713132450420,713132450420,0RB3479__004_32,RB3479 AVIATOR FOLDING,0RB3479,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,UNISEX,Pilot,STD,Light Grey,0,Gradient,Gunmetal,Metal,Global,0,,,201203,,0,,0,0
713132571842,713132571842,0RJ9057S__198_71,RJ9057S,0RJ9057S,,Ray-Ban JR,Eyewear,SUN,Lifestyle,Junior,,CHILD,Square,8-12 YEARS,Green,0,Classic,Green,Nylon,Intertiol,0,,,201207,,0,,0,0
713132571859,713132571859,0RJ9057S__199_87,RJ9057S,0RJ9057S,,Ray-Ban JR,Eyewear,SUN,Lifestyle,Junior,,CHILD,Square,8-12 YEARS,Grey,0,Classic,Violet,Nylon,Intertiol,0,,,201207,,0,,0,0
713132570500,713132570500,0RJ9056S__195_87,RJ9056S,0RJ9056S,,Ray-Ban JR,Eyewear,SUN,Lifestyle,Junior,,CHILD,Rectangle,4-8 YEARS,Grey,0,Classic,Black,Nylon,Intertiol,0,,,201207,,0,,0,0
713132572146,713132572146,0RB3498__002_9A,RB3498,0RB3498,,Ray-Ban,Eyewear,SUN,Lifestyle,Active,,MALE,Rectangle,STD,Green,1,Classic,Black,Metal,Global,0,,,201207,,0,,0,0
713132572221,713132572221,0RB4184__710_51,RB4184,0RB4184,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,STD,Brown,0,Gradient,Tortoise,Nylon,SUN,0,,,201207,,1,,0,0
713132572085,713132572085,0RB3498__004_71,RB3498,0RB3498,,Ray-Ban,Eyewear,SUN,Lifestyle,Active,,MALE,Rectangle,STD,Green,0,Classic,Gunmetal,Metal,Global,0,,,201207,,0,,0,0
713132573549,713132573549,0RB2140__112396,RB2140 ORIGINAL WAYFARER RARE PRINTS,0RB2140,ORIGINAL WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Blue/Brown,0,Gradient,Blue,Acetate,Global,0,,,201203,,0,,0,0
713132573570,713132573570,0RB2140__112485,RB2140 ORIGINAL WAYFARER RARE PRINTS,0RB2140,ORIGINAL WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Brown,0,Gradient,Light Brown,Acetate,Global,0,,,201203,,0,,0,0
713132572252,713132572252,0RB4184__601_9A,RB4184,0RB4184,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,STD,Green,1,Solid Color,Black,Nylon,SUN,0,,,201207,,0,,0,0
713132580783,713132580783,0RB4101F__601_71,RB4101F JACKIE OHH,0RB4101F,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Square,STD,Green,0,Classic,Black,Nylon,Asian,0,,,201207,,0,,0,0
713132582589,713132582589,0RB3498__002_9A,RB3498,0RB3498,,Ray-Ban,Eyewear,SUN,Lifestyle,Active,,MALE,Rectangle,L,Green,1,Classic,Black,Metal,Global,0,,,201207,,0,,0,0
713132580790,713132580790,0RB4101F__710_71,RB4101F JACKIE OHH,0RB4101F,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Square,STD,Green,0,Classic,Tortoise,Nylon,Asian,0,,,201207,,0,,0,0
713132580806,713132580806,0RB4101F__717_13,RB4101F JACKIE OHH,0RB4101F,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Square,STD,Brown,0,Gradient,Brown,Nylon,Asian,0,,,201207,,0,,0,0
713132581124,713132581124,0RB4187__622_8G,RB4187 CHRIS,0RB4187,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,STD,Grey,0,Gradient,Black,Nylon,Intertiol,0,,,201207,,1,,0,0
713132581131,713132581131,0RB4187__856_13,RB4187 CHRIS,0RB4187,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,MALE,Square,STD,Brown,0,Gradient,Tortoise,Injected,Intertiol,0,,,201207,,1,,0,0
713132580820,713132580820,0RB4165F__622_8G,RB4165F JUSTIN CLASSIC,0RB4165F,JUSTIN,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,STD,Grey,0,Gradient,Black,Nylon,Intertiol,1,,,201207,,0,,0,0
713132580837,713132580837,0RB4165F__856_13,RB4165F JUSTIN CLASSIC,0RB4165F,JUSTIN,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,STD,Brown,0,Gradient,Tortoise,Nylon,Intertiol,1,,,201207,,0,,0,0
713132580844,713132580844,0RB4165F__854_7Z,RB4165F JUSTIN CLASSIC,0RB4165F,JUSTIN,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,STD,Green,0,Gradient,Brown,Nylon,Intertiol,1,,,201207,,0,,0,0
713132584699,713132584699,0RB3025__112_85,RB3025 AVIATOR GRADIENT,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,STD,Brown,0,Gradient,Gold,Metal,Global,1,1,,201207,,1,,0,0
713132584712,713132584712,0RB3025__112_85,RB3025 AVIATOR GRADIENT,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,S,Brown,0,Gradient,Gold,Metal,Global,1,1,,201207,,1,,0,0
713132587096,713132587096,0RB4165__601_8G,RB4165 JUSTIN CLASSIC,0RB4165,JUSTIN,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,S,Grey,0,Gradient,Black,Nylon,Global,1,,,201103,,1,,0,0
713132587102,713132587102,0RB4165__710_13,RB4165 JUSTIN CLASSIC,0RB4165,JUSTIN,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,S,Brown,0,Gradient,Tortoise,Nylon,Global,1,,,201103,,1,,0,0
713132838297,713132838297,0RB2132__894_76,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,S,Blue/Green,1,Gradient,Tortoise,Nylon,Global,1,1,,201207,,1,,0,0
713132587119,713132587119,0RB4165__852_88,RB4165 JUSTIN CLASSIC,0RB4165,JUSTIN,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,S,Silver,0,Gradient,Grey,Nylon,Global,1,,,201103,,1,,0,0
713132838303,713132838303,0RB2132__894_76,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Blue/Green,1,Gradient,Tortoise,Nylon,Global,1,1,,201207,,1,,0,0
713132587133,713132587133,0RB4165__854_7Z,RB4165 JUSTIN CLASSIC,0RB4165,JUSTIN,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,UNISEX,Square,S,Green,0,Gradient,Brown,Nylon,Global,1,,,201103,,1,,0,0
713132838310,713132838310,0RB2132__601S78,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,S,Blue/Grey,1,Gradient,Black,Nylon,Global,1,1,,201207,,1,,0,0
713132838327,713132838327,0RB2132__601S78,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Blue/Grey,1,Gradient,Black,Nylon,Global,1,1,,201207,,1,,0,0
805289003588,805289003588,0RB3136__004,RB3136 CARAVAN,0RB3136,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,UNISEX,Square,S,Green,0,Classic,Gunmetal,Metal,Global,1,,,200204,,1,,0,0
805289003595,805289003595,0RB3136__004,RB3136 CARAVAN,0RB3136,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,UNISEX,Square,STD,Green,0,Classic,Gunmetal,Metal,Global,1,,,200204,,1,,0,0
805289003694,805289003694,0RB3138__001,RB3138 SHOOTER,0RB3138,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,MALE,Pilot,STD,Green,0,Classic,Gold,Metal,Global,0,,,200204,,1,,0,0
805289007715,805289007715,0RB3119__001,RB3119 OLYMPIAN,0RB3119,,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,MALE,Rectangle,S,Green,0,Classic,Gold,Metal,Global,0,,,200204,,1,,0,0
805289007838,805289007838,0RB3025__001_3E,RB3025 AVIATOR GRADIENT,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,S,Silver/Pink,0,Mirror,Gold,Metal,Global,1,1,,200204,,1,,0,0
805289004783,805289004783,0RB3025__L0205,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,S,Green,0,Classic,Gold,Metal,Global,1,1,,200204,,1,,0,0
805289007845,805289007845,0RB3025__001_3E,RB3025 AVIATOR GRADIENT,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,STD,Silver/Pink,0,Mirror,Gold,Metal,Global,1,1,,200204,,1,,0,0
805289005568,805289005568,0RB3025__W3275,RB3025 AVIATOR MIRROR,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,MALE,Pilot,S,Silver,0,Mirror,Silver,Metal,Global,1,1,,200204,,1,,0,0
805289029748,805289029748,0RB2027__601_W1,RB2027 PREDATOR 2,0RB2027,,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,MALE,Pillow,STD,Grey,1,Mirror,Black,Nylon,Intertiol,0,,,200204,,1,,0,0
805289003243,805289003243,0RB3119__001,RB3119 OLYMPIAN,0RB3119,,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,MALE,Rectangle,STD,Green,0,Classic,Gold,Metal,Global,0,,,200204,,1,,0,0
805289005612,805289005612,0RB3025__W3277,RB3025 AVIATOR MIRROR,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,STD,Silver,0,Mirror,Silver,Metal,Global,1,1,,200204,,1,,0,0
805289006534,805289006534,0RB3138__001,RB3138 SHOOTER,0RB3138,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,MALE,Pilot,L,Green,0,Classic,Gold,Metal,Global,0,,,200204,,1,,0,0
805289052418,805289052418,0RB2132__901,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Green,0,Classic,Black,Nylon,Global,1,,,200309,,1,,0,0
805289003465,805289003465,0RB3136__001,RB3136 CARAVAN,0RB3136,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,UNISEX,Square,S,Green,0,Classic,Gold,Metal,Global,1,,,200204,,1,,0,0
805289052432,805289052432,0RB2132__902,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Green,0,Classic,Tortoise,Nylon,Global,1,1,,200309,,1,,0,0
805289003472,805289003472,0RB3136__001,RB3136 CARAVAN,0RB3136,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,UNISEX,Square,STD,Green,0,Classic,Gold,Metal,Global,1,,,200204,,1,,0,0
805289063223,805289063223,0RB3025__004_58,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,S,Green,1,Classic,Gunmetal,Metal,Global,1,1,,200204,,1,,0,0
805289090212,805289090212,0RB3025__L0205,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,L,Green,0,Classic,Gold,Metal,Global,1,1,,200204,,1,,0,0
805289063230,805289063230,0RB3025__004_58,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,STD,Green,1,Classic,Gunmetal,Metal,Global,1,1,,200204,,1,,0,0
805289090229,805289090229,0RB3025__001_3E,RB3025 AVIATOR GRADIENT,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,L,Silver/Pink,0,Mirror,Gold,Metal,Global,1,1,,200204,,1,,0,0
805289090243,805289090243,0RB3025__003_40,RB3025 AVIATOR MIRROR,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,MALE,Pilot,L,Silver,0,Mirror,Silver,Metal,Global,1,1,,200204,,0,,0,0
805289018919,805289018919,0RB3183__004_71,RB3183,0RB3183,,Ray-Ban,Eyewear,SUN,Lifestyle,Active,,MALE,Rectangle,STD,Green,0,Classic,Gunmetal,Metal,Global,0,,,200209,,0,,0,0
805289090267,805289090267,0RB3025__004_58,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,L,Green,1,Classic,Gunmetal,Metal,Global,1,1,,200204,,1,,0,0
805289086543,805289086543,0RB4068__601,RB4068,0RB4068,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Square,STD,Green,0,Classic,Black,Nylon,Intertiol,0,,,200503,,1,,0,0
805289018926,805289018926,0RB3183__004_82,RB3183,0RB3183,,Ray-Ban,Eyewear,SUN,Lifestyle,Active,,MALE,Rectangle,STD,Silver,1,Mirror,Gunmetal,Metal,Global,0,,,200209,,0,,0,0
805289086550,805289086550,0RB4068__601_58,RB4068,0RB4068,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Square,STD,Green,1,Classic,Black,Nylon,Intertiol,0,,,200503,,0,,0,0
805289018933,805289018933,0RB3183__004_9A,RB3183,0RB3183,,Ray-Ban,Eyewear,SUN,Lifestyle,Active,,MALE,Rectangle,STD,Green,1,Classic,Gunmetal,Metal,Global,0,,,200209,,0,,0,0
805289048527,805289048527,0RB2132__901,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,S,Green,0,Classic,Black,Nylon,Global,1,,,200309,,1,,0,0
805289086581,805289086581,0RB4068__642_57,RB4068,0RB4068,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Square,STD,Brown,1,Classic,Tortoise,Nylon,Intertiol,0,,,200503,,1,,0,0
805289079453,805289079453,0RB4061__642_57,RB4061,0RB4061,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Butterfly,STD,Brown,1,Solid Color,Tortoise,Nylon,Intertiol,0,,,200407,,1,,0,0
805289048534,805289048534,0RB2132__902,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,S,Green,0,Classic,Tortoise,Nylon,Global,1,1,,200309,,1,,0,0
805289018940,805289018940,0RB3183__006_71,RB3183,0RB3183,,Ray-Ban,Eyewear,SUN,Lifestyle,Active,,MALE,Rectangle,STD,Green,0,Classic,Black,Metal,Global,0,,,200209,,0,,0,0
805289101161,805289101161,0RB3025__003_32,RB3025 AVIATOR GRADIENT,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,S,Light Grey,0,Gradient,Silver,Metal,Global,1,1,,200204,,1,,0,0
805289101178,805289101178,0RB3025__003_32,RB3025 AVIATOR GRADIENT,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,STD,Light Grey,0,Gradient,Silver,Metal,Global,1,1,,200204,,1,,0,0
805289083061,805289083061,0RB2132__901_58,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,S,Green,1,Classic,Black,Nylon,Global,1,,,200309,,1,,0,0
805289083078,805289083078,0RB2132__901_58,RB2132 NEW WAYFARER CLASSIC,0RB2132,NEW WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Green,1,Classic,Black,Nylon,Global,1,,,200309,,1,,0,0
805289115687,805289115687,0RB3025__002_58,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,S,Green,1,Classic,Black,Metal,Global,1,1,,200204,,1,,0,0
805289104940,805289104940,0RB3025__003_59,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,STD,Grey,1,Mirror,Silver,Metal,Global,0,1,,200204,,1,,0,0
805289115694,805289115694,0RB3025__002_58,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,STD,Green,1,Classic,Black,Metal,Global,1,1,,200204,,1,,0,0
805289119920,805289119920,0RJ9035S__100_71,RJ9035S WAYFARER JUNIOR,0RJ9035S,ORIGINAL WAYFARER,Ray-Ban JR,Eyewear,SUN,Lifestyle,Junior,,CHILD,Square,8-12 YEARS,Green,0,Classic,Black,Nylon,Intertiol,0,,,200607,,0,,0,0
805289115700,805289115700,0RB3025__002_58,RB3025 AVIATOR CLASSIC,0RB3025,AVIATOR,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ AVIATOR FAMILY,UNISEX,Pilot,L,Green,1,Classic,Black,Metal,Global,1,1,,200204,,1,,0,0
805289126645,805289126645,0RB2140__902,RB2140 ORIGINAL WAYFARER CLASSIC,0RB2140,ORIGINAL WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,L,Green,0,Classic,Tortoise,Acetate,Global,1,,,200607,,1,,0,0
805289097839,805289097839,0RB4075__601_58,RB4075,0RB4075,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Rectangle,STD,Green,1,Classic,Black,Nylon,Intertiol,0,,,200509,,1,,0,0
805289106678,805289106678,0RJ9506S__200_71,RJ9506S AVIATOR JUNIOR,0RJ9506S,AVIATOR,Ray-Ban JR,Eyewear,SUN,Lifestyle,Kids,,CHILD,Pilot,4-8 YEARS,Green,0,Classic,Gunmetal,Metal,Global,1,,,200601,,0,,0,0
805289126652,805289126652,0RB2140__902_57,RB2140 ORIGINAL WAYFARER CLASSIC,0RB2140,ORIGINAL WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Brown,1,Classic,Tortoise,Acetate,Global,1,,,200607,,1,,0,0
805289097860,805289097860,0RB4075__642_57,RB4075,0RB4075,,Ray-Ban,Eyewear,SUN,Lifestyle,Highstreet,,FEMALE,Rectangle,STD,Brown,1,Classic,Tortoise,Nylon,Intertiol,0,,,200509,,1,,0,0
805289126676,805289126676,0RB2140__954,RB2140 ORIGINAL WAYFARER CLASSIC,0RB2140,ORIGINAL WAYFARER,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,ICONS \\ WAYFARER FAMILY,UNISEX,Square,STD,Brown,0,Classic,Tortoise,Acetate,Global,1,,,200607,,1,,0,0
805289106708,805289106708,0RJ9506S__211_7E,RJ9506S AVIATOR JUNIOR,0RJ9506S,AVIATOR,Ray-Ban JR,Eyewear,SUN,Lifestyle,Kids,,CHILD,Pilot,4-8 YEARS,Pink,0,Gradient,Pink,Metal,Global,1,,,200601,,0,,0,0
805289126089,805289126089,0RB4089__601_58,RB4089 BALORAMA,0RB4089,,Ray-Ban,Eyewear,SUN,Lifestyle,Icons,,MALE,Rectangle,STD,Green,1,Classic,Black,Nylon,Global,0,,,200607,,1,,0,0
