Key,Prods UPC,Prods Moco,Prods Model Name,Prods Model Code,Prods Model Family,Prods Brand,Prods Category 1,Prods Category 2,Prods Category 3,Prods Business Theme,Prods Business Story,Prods Gender,Prods Shape,Prods Size,Prods Lens Color,Prods Le0s Polarized,Prods Lens Technology,Prods Front Color,Prods Frame Technology,Prods Asian Fit,Prods Customizable,Prods E0gravable,Prods Web Exclusive,Prods Release,Prods Lens Correction Type,Prods Roxable,Prods Collection,Prods Rox,Prods Custom
700285789088,700285789088,0OO9008__03-904,OO9008 Flak Jacket®,0OO9008,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Pillow,STD,,0,Solid Color Mirror,vy,Injected,Intertiol,,,,201307,,0,,0,0
700285854458,700285854458,0OO9146__914620,OO9146 Standard Issue Ballistic M Frame® 3.0 Prizm™ Shooting Specific,0OO9146,,Oakley,Eyewear,SUN,Sport,Ballistic Performance,,MALE,Rectangle,STD,,0,Prizm,Matte Black,Nylon,Global,,,,201309,,0,,0,0
700285843285,700285843285,0OO9191__919107,OO9191 Unstoppable,0OO9191,,Oakley,Eyewear,SUN,Sport,Active Performance,,FEMALE,Rectangle,STD,,0,Solid Color Mirror,Red,Nylon,Intertiol,,,,201307,,0,,0,0
700285834085,700285834085,0OO9051__09-758,RADAR PATH,0OO9051,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,0,SOLID COLOR - MIRROR,,Injected,Intertiol,,,,201303,,0,,0,0
700285385167,700285385167,0OO9102__910201,OO9102 Holbrook™,0OO9102,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,0,Solid Color,Black,Injected,Global,,,,201003,,0,,0,0
700285856353,700285856353,0OO9101__910135,OO9101 Batwolf®,0OO9101,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,TRANSPARENT,1,Solid Color Mirror,Matte Black,Injected,Intertiol,,,,201307,,0,,0,0
700285854441,700285854441,0OO9146__914619,OO9146 Standard Issue Ballistic M Frame® 3.0 Prizm™ Shooting Specific,0OO9146,,Oakley,Eyewear,SUN,Sport,Ballistic Performance,,MALE,Rectangle,STD,,0,Prizm,Matte Black,Nylon,Global,,,,201309,,0,,0,0
700285838168,700285838168,0OO9014__53-083,OO9014 Standard Issue Gascan Multicam Collection,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,0,Solid Color,Multicolor,Injected,Global,,,,201303,,0,,0,0
700285856216,700285856216,0OO9014__26-244,OO9014 Gascan®,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,1,Solid Color Mirror,Matte Black,Injected,Global,,,,201307,,0,,0,0
700285863627,700285863627,0OO9205__920501,OO9205 RPM Squared™,0OO9205,,Oakley,Eyewear,SUN,Sport,Sport Performance,,FEMALE,Rectangle,STD,,0,Solid Color Mirror,Black,Nylon,Intertiol,,,,201311,,0,,0,0
700285862873,700285862873,0OO9102__910251,OO9102 Holbrook™,0OO9102,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,1,Solid Color Mirror,Black,Injected,Global,,,,201307,,0,,0,0
700285867410,700285867410,0OO9200__920008,OO9200 Quarter Jacket® (Youth Fit),0OO9200,,Oakley JR,Eyewear,SUN,Sport,Sport Performance,,CHILD,Rectangle,STD,,0,Solid Color Mirror,Red,Injected,Intertiol,,,,201311,,0,,0,0
700285856230,700285856230,0OO9014__26-246,OO9014 Gascan®,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,0,Solid Color Mirror,,Injected,Global,,,,201307,,0,,0,0
700285862880,700285862880,0OO9102__910252,OO9102 Holbrook™,0OO9102,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,1,Solid Color Mirror,Matte Black,Injected,Global,,,,201307,,0,,0,0
700285858371,700285858371,0OO7048__59-585,OO7048 O-Frame® 2.0 XS Snow Goggle (Youth Fit),0OO7048,,Oakley JR,Eyewear,SUN,Sport,Sport Performance,,CHILD,Irregular,STD,,0,Solid Color,Black,Injected,Intertiol,,,,201407,,0,,0,0
700285863214,700285863214,0OO4079__407901,OO4079 Feedback™,0OO4079,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,FEMALE,Pilot,STD,,0,Gradient,Pink,Metal,Global,,,,201311,,0,,0,0
700285874289,700285874289,0OO9014__53-111,OO9014 Standard Issue Gascan Cerakote Collection,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,0,Mirror,Green,Injected,Global,,,,201311,,0,,0,0
700285863887,700285863887,0OO9200__920001,OO9200 Quarter Jacket® (Youth Fit),0OO9200,,Oakley JR,Eyewear,SUN,Sport,Sport Performance,,CHILD,Rectangle,STD,,0,Mirror,Black,Injected,Intertiol,,,,201311,,0,,0,0
700285865935,700285865935,0OO9212__921201,OO9212 M2™ Frame,0OO9212,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,0,Solid Color Mirror,Black,Injected,Intertiol,,,,201311,,0,,0,0
700285879291,700285879291,0OO9244__924405,OO9244 Holbrook™ (Asia Fit),0OO9244,,Oakley,Eyewear,SUN,Sport,FALSE,,MALE,Rectangle,STD,TRANSPARENT,0,Solid Color,Brown,Injected,Intertiol,,,,201401,,0,,0,0
700285874470,700285874470,0OO9014__53-112,OO9014 Standard Issue Gascan Cerakote Collection,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,1,Mirror,Blue,Injected,Global,,,,201311,,0,,0,0
700285863900,700285863900,0OO9200__920003,OO9200 Quarter Jacket® (Youth Fit),0OO9200,,Oakley JR,Eyewear,SUN,Sport,Sport Performance,,CHILD,Rectangle,STD,,0,Solid Color,White,Injected,Intertiol,,,,201311,,0,,0,0
700285865966,700285865966,0OO9212__921204,OO9212 M2™ Frame,0OO9212,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,0,Solid Color Mirror,Silver,Injected,Intertiol,,,,201311,,0,,0,0
700285874487,700285874487,0OO9014__53-113,OO9014 Standard Issue Gascan Cerakote Collection,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,0,Mirror,Blue,Injected,Global,,,,201311,,0,,0,0
700285863276,700285863276,0OO4079__407907,OO4079 Feedback™,0OO4079,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,FEMALE,Pilot,STD,,1,Gradient,Silver,Metal,Global,,,,201311,,0,,0,0
700285863917,700285863917,0OO9200__920004,OO9200 Quarter Jacket® (Youth Fit),0OO9200,,Oakley JR,Eyewear,SUN,Sport,Sport Performance,,CHILD,Rectangle,STD,,0,Solid Color Mirror,Blue,Injected,Intertiol,,,,201311,,0,,0,0
700285787084,700285787084,0OO9238__923804,OO9238 Fives Squared®,0OO9238,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Solid Color,Black,Injected,Intertiol,,,,201303,,0,,0,0
700285878997,700285878997,0OO9245__924501,OO9245 Frogskins™  (Asia Fit),0OO9245,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,TRANSPARENT,0,Solid Color,Black,Injected,Intertiol,,,,201401,,0,,0,0
700285870274,700285870274,0OO9239__923901,OO9239 Crankshaft™,0OO9239,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Mirror,Black,Injected,Intertiol,,,,201401,,0,,0,0
700285787091,700285787091,0OO9238__923805,OO9238 Fives Squared®,0OO9238,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Solid Color,Grey,Injected,Intertiol,,,,201303,,0,,0,0
700285870281,700285870281,0OO9239__923902,OO9239 Crankshaft™,0OO9239,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Solid Color Mirror,Black,Injected,Intertiol,,,,201401,,0,,0,0
700285787107,700285787107,0OO9238__923806,OO9238 Fives Squared®,0OO9238,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Solid Color Mirror,Black,Injected,Intertiol,,,,201303,,0,,0,0
700285879499,700285879499,0OO9236__923601,OO9236 Valve®,0OO9236,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Mirror,Black,Injected,SUN,,,,201311,,0,,0,0
700285879024,700285879024,0OO9245__924504,OO9245 Frogskins™  (Asia Fit),0OO9245,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,0,Solid Color Mirror,Brown,Injected,Intertiol,,,,201401,,0,,0,0
700285874265,700285874265,0OO9014__53-109,OO9014 Standard Issue Gascan Cerakote Collection,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,0,Mirror,Beige,Injected,Global,,,,201311,,0,,0,0
700285879505,700285879505,0OO9236__923602,OO9236 Valve®,0OO9236,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Mirror,Black,Injected,SUN,,,,201311,,0,,0,0
700285870335,700285870335,0OO9239__923907,OO9239 Crankshaft™,0OO9239,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Solid Color Mirror,Brown,Injected,Intertiol,,,,201401,,0,,0,0
700285944081,700285944081,0OO7050__59-717,OO7050 Flight Deck™ Snow Goggle,0OO7050,,Oakley,Eyewear,SUN,Sport,Sport Performance,,UNISEX,Irregular,0,,0,Prizm,White,Injected,Global,,,,201312,,0,,0,0
700285950358,700285950358,0OO7044__59-747,OO7044 A-Frame® 2.0 Snow Goggle,0OO7044,,Oakley,Eyewear,SUN,Sport,Sport Performance,,UNISEX,Irregular,0,,0,Prizm,,Injected,Intertiol,,,,201312,,0,,0,0
700285969169,700285969169,0OO9102__910263,OO9102 Holbrook™,0OO9102,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,0,Solid Color Mirror,Black,Injected,Global,,,,201403,,0,,0,0
700285879543,700285879543,0OO9236__923606,OO9236 Valve®,0OO9236,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Solid Color Mirror,Grey,Injected,SUN,,,,201311,,0,,0,0
700285969176,700285969176,0OO9014__24-435,OO9014 Gascan®,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,0,Solid Color Mirror,Black,Injected,Global,,,,201403,,0,,0,0
700285969190,700285969190,0OO9135__913525,OO9135 Jupiter Squared®,0OO9135,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,0,Solid Color,Black,Injected,Intertiol,,,,201403,,0,,0,0
700285942254,700285942254,0OO9189__918911,OO9189 TwoFace™ Fall Out Collection,0OO9189,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Square,STD,,0,Solid Color,,Injected,Intertiol,,,,201401,,0,,0,0
700285942414,700285942414,0OO4079__407911,OO4079 Feedback™,0OO4079,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,FEMALE,Pilot,STD,,1,Gradient,Gold,Metal,Global,,,,201402,,0,,0,0
700285941646,700285941646,0OO9189__918917,OO9189 TwoFace™,0OO9189,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Square,STD,,1,Solid Color Mirror,Brown,Injected,Intertiol,,,,201403,,0,,0,0
700285969145,700285969145,0OO9154__915446,OO9154 Half Jacket® 2.0 XL,0OO9154,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,1,Solid Color Mirror,Black,Injected,Intertiol,,,,201403,,0,,0,0
700285979359,700285979359,0OO9013__24-436,OO9013 Frogskins™ Eric Koston Signature Series,0OO9013,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,0,Solid Color Mirror,Transparent,Injected,Global,,,,201405,,0,,0,0
888392002785,888392002785,0OO6017__601704,OO6017 Tincan Carbon™,0OO6017,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,0,Solid Color Mirror,Black,Metal,Global,,,,201407,,0,,0,0
888392007179,888392007179,0OO6018__601802,OO6018 Tinfoil Carbon®,0OO6018,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,1,Solid Color Mirror,Black,Metal,Intertiol,,,,201407,,0,,0,0
888392004796,888392004796,0OO9102__910262,OO9102 Holbrook™,0OO9102,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,1,Solid Color Mirror,Black,Injected,Global,,,,201403,,0,,0,0
888392013651,888392013651,0OO7051__705121,OO7051 Mayhem™ Pro MX Goggle,0OO7051,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,0,SOLID COLOR - MIRROR,Grey,Injected,Intertiol,,,,201409,,0,,0,0
888392013699,888392013699,0OO9232__923201,OO9232 Drop In™,0OO9232,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,FEMALE,Cat Eye,STD,,1,Gradient,Black,Injected,SUN,,,,201407,,0,,0,0
888392011336,888392011336,0OO7050__705001,OO7050 Flight Deck™ Snow Goggle,0OO7050,,Oakley,Eyewear,SUN,Sport,Sport Performance,,UNISEX,Irregular,0,,0,Prizm,White,Injected,Global,,,,201312,,0,,0,0
888392006066,888392006066,0OO9102__910267,OO9102 Holbrook™ Ink Collection,0OO9102,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,1,Solid Color Mirror,Black,Injected,Global,,,,201407,,0,,0,0
888392011350,888392011350,0OO7050__705003,OO7050 Flight Deck™ Snow Goggle,0OO7050,,Oakley,Eyewear,SUN,Sport,Sport Performance,,UNISEX,Irregular,0,TRANSPARENT,0,Prizm,Black,Injected,Global,,,,201312,,0,,0,0
888392013712,888392013712,0OO9232__923203,OO9232 Drop In™,0OO9232,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,FEMALE,Cat Eye,STD,,1,Gradient,Brown,Injected,SUN,,,,201407,,0,,0,0
888392071699,888392071699,0OO9013__901334,OO9013 Frogskins™ Heritage Collection,0OO9013,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,0,Solid Color Mirror,Red,Injected,Global,,,,201407,,0,,0,0
888392006073,888392006073,0OO9102__910268,OO9102 Holbrook™ Ink Collection,0OO9102,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Square,STD,,1,Solid Color Mirror,Black,Injected,Global,,,,201407,,0,,0,0
888392013743,888392013743,0OO9232__923206,OO9232 Drop In™,0OO9232,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,FEMALE,Cat Eye,STD,,0,Solid Color Mirror,Blue,Injected,SUN,,,,201407,,0,,0,0
888392013606,888392013606,0OO7051__705116,OO7051 Mayhem™ Pro MX Goggle,0OO7051,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,0,SOLID COLOR - MIRROR,Black,Injected,Intertiol,,,,201409,,0,,0,0
888392006851,888392006851,0OO9191__919110,OO9191 Unstoppable,0OO9191,,Oakley,Eyewear,SUN,Sport,Active Performance,,FEMALE,Rectangle,STD,,1,Gradient,Black,Nylon,Intertiol,,,,201507,,0,,0,0
888392076229,888392076229,0OO9263__926307,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Solid Color,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392076496,888392076496,0OO9262__926210,OO9262 Sliver™,0OO9262,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,1,Solid Color Mirror,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392075918,888392075918,0OO9181__918140,OO9181 RadarLock® Path®,0OO9181,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,TRANSPARENT,0,Prizm,White,Injected,Intertiol,,,,201411,,0,,0,0
888392076236,888392076236,0OO9263__926308,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Solid Color Mirror,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392072146,888392072146,0OO4101__410101,OO4101 Conquest™,0OO4101,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,FEMALE,Pilot,STD,,1,Gradient,Bronze-Copper,Steel,Intertiol,,,,201411,,0,,0,0
888392074485,888392074485,0OO6020__602001,OO6020 Badman™,0OO6020,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,1,Solid Color Mirror,Black,Metal,Global,,,,201411,,0,,0,0
888392071835,888392071835,0OX5113__511301,OX5113 Lizard™,0OX5113,,Oakley,Eyewear,OPTICAL,Sport,PERFORMANCE LIFESTYLE,,MALE,Rectangle,STD,,0,DEMO  LENS,Black,Titanium,Intertiol,,,,201607,,0,,0,0
888392076243,888392076243,0OO9263__926309,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Solid Color Mirror,Grey,Injected,Intertiol,,,,201411,,0,,0,0
888392074942,888392074942,0OO9292__929201,OO9292 Step Up™,0OO9292,,Oakley,Eyewear,SUN,Sport,Active Performance,,FEMALE,Rectangle,STD,,1,Solid Color,Tortoise,Injected,Intertiol,,,,201411,,0,,0,0
888392075932,888392075932,0OO9181__918142,OO9181 RadarLock® Path®,0OO9181,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,0,Prizm,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392071842,888392071842,0OX5113__511302,OX5113 Lizard™,0OX5113,,Oakley,Eyewear,OPTICAL,Sport,PERFORMANCE LIFESTYLE,,MALE,Rectangle,STD,,0,DEMO  LENS,Bronze-Copper,Titanium,Intertiol,,,,201607,,0,,0,0
888392076342,888392076342,0OO9263__926310,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Mirror,Grey,Injected,Intertiol,,,,201411,,0,,0,0
888392074508,888392074508,0OO6020__602003,OO6020 Badman™,0OO6020,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,1,Solid Color,Black,Metal,Global,,,,201411,,0,,0,0
888392075604,888392075604,0OO9189__918926,OO9189 TwoFace™,0OO9189,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Square,STD,,1,Prizm Polarized,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392076403,888392076403,0OO9262__926201,OO9262 Sliver™,0OO9262,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,0,Solid Color,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392076175,888392076175,0OO9263__926302,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,TRANSPARENT,0,Solid Color,Brown,Injected,Intertiol,,,,201411,,0,,0,0
888392076427,888392076427,0OO9262__926203,OO9262 Sliver™,0OO9262,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,0,Solid Color,Tortoise,Injected,Intertiol,,,,201411,,0,,0,0
888392078322,888392078322,0OX8046__804601,OX8046 Airdrop™,0OX8046,,Oakley,Eyewear,OPTICAL,Sport,FALSE,,MALE,Rectangle,S,,0,DEMO LENS,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392074539,888392074539,0OO6020__602006,OO6020 Badman™,0OO6020,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,1,Prizm Polarized,Black,Aluminum,Global,,,,201411,,0,,0,0
888392077912,888392077912,0OO7066__706601,OO7066 O Frame® 2.0 XM Snow Goggle,0OO7066,,Oakley,Eyewear,SUN,Sport,Sport Performance,,UNISEX,Irregular,0,,0,Solid Color Mirror,Black,Injected,Intertiol,,,,201412,,0,,0,0
888392076182,888392076182,0OO9263__926303,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Solid Color Mirror,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392076199,888392076199,0OO9263__926304,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Solid Color Mirror,White,Injected,Intertiol,,,,201411,,0,,0,0
888392076434,888392076434,0OO9262__926204,OO9262 Sliver™,0OO9262,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,0,Solid Color Mirror,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392074560,888392074560,0OO7051__705124,OO7051 Mayhem™ Pro MX Goggle,0OO7051,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,0,Solid Color,Gold,Injected,Intertiol,,,,201409,,0,,0,0
888392078018,888392078018,0OO7064__706402,OO7064 Flight Deck™ XM Snow Goggle,0OO7064,,Oakley,Eyewear,SUN,Sport,Sport Performance,,UNISEX,Irregular,0,TRANSPARENT,0,Prizm,White,Injected,Intertiol,,,,201412,,0,,0,0
888392076441,888392076441,0OO9262__926205,OO9262 Sliver™,0OO9262,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,0,Solid Color,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392075680,888392075680,0OO9174__917407,OO9174 Carbon Blade™,0OO9174,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,TRANSPARENT,1,Prizm Polarized,Grey,Metal,Global,,,,201411,,0,,0,0
888392076458,888392076458,0OO9262__926206,OO9262 Sliver™,0OO9262,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,0,Solid Color,Transparent,Injected,Intertiol,,,,201411,,0,,0,0
888392078353,888392078353,0OX8046__804602,OX8046 Airdrop™,0OX8046,,Oakley,Eyewear,OPTICAL,Sport,FALSE,,MALE,Rectangle,55,,0,Standard,Black,Injected,Intertiol,,,,201507,,0,,0,0
888392076212,888392076212,0OO9263__926306,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Prizm Polarized,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392075840,888392075840,0OO9154__915449,OO9154 Half Jacket® 2.0 XL,0OO9154,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,,0,Prizm,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392076489,888392076489,0OO9262__926209,OO9262 Sliver™,0OO9262,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Rectangle,STD,,1,Solid Color Mirror,Black,Injected,Intertiol,,,,201411,,0,,0,0
888392084286,888392084286,0OO4086__408601,OO4086 Tailpin™,0OO4086,,Oakley,Eyewear,SUN,Sport,PERFORMANCE LIFESTYLE,,MALE,Pilot,STD,,0,Solid Color Mirror,Silver,Metal,Intertiol,,,,201502,,0,,0,0
888392085931,888392085931,0OO9206__920627,OO9206 RadarLock® Path® (Asia Fit),0OO9206,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,TRANSPARENT,0,Prizm,White,Injected,Asian,,,,201411,,0,,0,0
888392084552,888392084552,0OO4088__408801,OO4088 Tailend™,0OO4088,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Round,STD,,0,Solid Color Mirror,Gunmetal,Metal,Intertiol,,,,201502,,0,,0,0
888392084569,888392084569,0OO4088__408802,OO4088 Tailend™,0OO4088,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Round,STD,,0,Solid Color Mirror,Bronze-Copper,Metal,Intertiol,,,,201502,,0,,0,0
888392082473,888392082473,0OO9290__929001,OO9290 Jawbreaker™,0OO9290,,Oakley,Eyewear,SUN,Sport,FALSE,,MALE,Rectangle,STD,,0,Solid Color Mirror,Black,Injected,Intertiol,,,,201502,,0,,0,0
888392084576,888392084576,0OO4088__408803,OO4088 Tailend™,0OO4088,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Round,STD,,1,Prizm Polarized,Gunmetal,Metal,Intertiol,,,,201502,,0,,0,0
888392086150,888392086150,0OO9263__926313,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Prizm Polarized,Grey,Injected,Intertiol,,,,201502,,0,,0,0
888392084583,888392084583,0OO4088__408804,OO4088 Tailend™,0OO4088,,Oakley,Eyewear,SUN,Sport,Performance Lifestyle,,MALE,Round,STD,,0,Solid Color Mirror,Bronze-Copper,Metal,Intertiol,,,,201502,,0,,0,0
888392086167,888392086167,0OO9263__926314,OO9263 Turbine™,0OO9263,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Prizm Polarized,Black,Injected,Intertiol,,,,201502,,0,,0,0
888392084354,888392084354,0OO4086__408608,OO4086 Tailpin™,0OO4086,,Oakley,Eyewear,SUN,Sport,PERFORMANCE LIFESTYLE,,MALE,Pilot,STD,,1,Solid Color Mirror,Black,Metal,Intertiol,,,,201502,,0,,0,0
888392090478,888392090478,0OO9290__929009,OO9290 Jawbreaker™,0OO9290,,Oakley,Eyewear,SUN,Sport,FALSE,,MALE,Rectangle,STD,,1,Solid Color Mirror,Orange,Injected,Intertiol,,,,201502,,0,,0,0
888392090485,888392090485,0OO9290__929010,OO9290 Jawbreaker™,0OO9290,,Oakley,Eyewear,SUN,Sport,FALSE,,MALE,Rectangle,STD,,0,Prizm,Black,Injected,Intertiol,,,,201502,,0,,0,0
888392084361,888392084361,0OO4087__408701,OO4087 Tailhook™,0OO4087,,Oakley,Eyewear,SUN,Sport,PERFORMANCE LIFESTYLE,,MALE,Pilot,STD,,0,Solid Color,Black,Metal,Intertiol,,,,201502,,0,,0,0
888392083845,888392083845,0OO9014__901403,OO9014 Standard Issue Gascan Multicam Collection,0OO9014,,Oakley,Eyewear,SUN,Sport,Icon,,MALE,Rectangle,STD,,1,Solid Color,Black,Injected,Global,,,,201510,,0,,0,0
888392085917,888392085917,0OO9206__920625,OO9206 RadarLock® Path® (Asia Fit),0OO9206,,Oakley,Eyewear,SUN,Sport,Sport Performance,,MALE,Irregular,STD,TRANSPARENT,0,Prizm,Black,Injected,Asian,,,,201411,,0,,0,0
888392086273,888392086273,0OO9225__922509,OO9225 Canteen,0OO9225,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,0,Prizm,Black,Injected,Intertiol,,,,201504,,0,,0,0
888392086280,888392086280,0OO9225__922510,OO9225 Canteen,0OO9225,,Oakley,Eyewear,SUN,Sport,Active Performance,,MALE,Rectangle,STD,,1,Solid Color Mirror,Black,Injected,Intertiol,,,,201504,,0,,0,0
888392009159,888392009159,0OO7047__704701,OO7047 Canopy™ Snow Goggle,0OO7047,,Oakley,Eyewear,SUN,Sport,Sport Performance,,UNISEX,Irregular,0,,0,Prizm,,Injected,Asian,,,,201112,,0,,0,0
888392009166,888392009166,0OO7047__704702,OO7047 Canopy™ Snow Goggle,0OO7047,,Oakley,Eyewear,SUN,Sport,Sport Performance,,UNISEX,Irregular,0,TRANSPARENT,0,Prizm,Black,Injected,Asian,,,,201112,,0,,0,0
888392092878,888392092878,0OO4106__410601,OO4106 Conductor 6™,0OO4106,,Oakley,Eyewear,SUN,Sport,FALSE,,MALE,Rectangle,STD,,0,Solid Color Mirror,Black,Metal,Intertiol,,,,201502,,0,,0,0
